,accuracy,loss,val_accuracy,val_loss
0,0.49578848481178284,0.9160934686660767,0.5,0.9367649555206299
1,0.5692559480667114,0.7362918853759766,0.5090909004211426,0.7857592701911926
2,0.596396803855896,0.7068470120429993,0.6181818246841431,0.6872206926345825
3,0.6029480695724487,0.6967105269432068,0.6363636255264282,0.6499675512313843
4,0.6195601224899292,0.6758137345314026,0.6090909242630005,0.6355971097946167
5,0.6305568814277649,0.6815981864929199,0.6090909242630005,0.6248859167098999
6,0.6226018071174622,0.6765841245651245,0.5727272629737854,0.6112281084060669
7,0.6347683668136597,0.6672024130821228,0.581818163394928,0.6030126810073853
8,0.6340664625167847,0.6720539927482605,0.5909090638160706,0.595630943775177
9,0.6420215368270874,0.6623479127883911,0.6272727251052856,0.5939193964004517
10,0.637342095375061,0.6601433157920837,0.6272727251052856,0.5921419858932495
11,0.6429573893547058,0.6498906016349792,0.6363636255264282,0.5961535573005676
12,0.6467009782791138,0.6616361737251282,0.6090909242630005,0.594621479511261
13,0.6478708386421204,0.6521887183189392,0.6181818246841431,0.5982698202133179
14,0.6581656336784363,0.6520219445228577,0.6363636255264282,0.5985616445541382
